"","Fecha.y.Hora","Magnitud","Profundidad","Ubicacion","Longitud","Latitud","Año","Pais","Mes","Hora","Dia.Semana","Zona.de.referencia"
"38",2010-10-20 16:05:58,4.1,60,"Océano Pacífico Sur, 43 km al norte de Bahia de Caraquez, Ecuador ",-80.559,-0.232,2010,"peru",10,16,"miércoles","Bahia de Caraquez, Ecuador"
"39",2010-10-20 01:06:00,4.3,49,"Océano Pacífico Sur, 47 km al noroeste de Bahia de Caraquez, Ecuador ",-80.787,-0.381,2010,"peru",10,1,"miércoles","Bahia de Caraquez, Ecuador"
"40",2010-10-17 09:15:34,4.8,74,"Océano Pacífico Sur, 34 km al suroeste de Huarmey, Ancash, Perú ",-78.315,-10.324,2010,"peru",10,9,"domingo","Huarmey, Ancash, Perú"
"41",2010-10-17 08:27:49,4.2,5.9,"Provincia de Manu, Madre de Dios, 97 km al noreste de Pangoa, Perú ",-72.216,-11.704,2010,"peru",10,8,"domingo","Pangoa, Perú"
"42",2010-10-16 05:12:30,4.6,68,"Canton Veinticuatro de Mayo, 16 km al noreste de Pajan, Ecuador ",-80.34,-1.444,2010,"peru",10,5,"sábado","Pajan, Ecuador"
"43",2010-10-15 07:39:02,4.7,103,"Provincia de Parinacota, 107 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.361,-18.834,2010,"peru",10,7,"viernes","Arica, Región de Arica y Parinacota, Chile"
"44",2010-10-10 04:07:52,4.9,39,"Océano Pacífico Sur, 63 km al suroeste de Sechura, Piura, Perú ",-81.309,-5.854,2010,"peru",10,4,"domingo","Sechura, Piura, Perú"
"45",2010-10-09 14:04:47,4,124,"Datem del Marañón, 397 km al oeste de Iquitos, Perú ",-76.652,-2.644,2010,"peru",10,14,"sábado","Iquitos, Perú"
"46",2010-10-05 00:22:23,4,35,"Océano Pacífico Sur, 75 km al suroeste de Santiago, Provincia de Ica, Perú ",-76.002,-14.796,2010,"peru",10,0,"martes","Santiago, Provincia de Ica, Perú"
"47",2010-10-04 22:31:35,4,35,"Océano Pacífico Sur, 76 km al suroeste de Santiago, Provincia de Ica, Perú ",-76,-14.809,2010,"peru",10,22,"lunes","Santiago, Provincia de Ica, Perú"
"48",2010-10-04 05:11:30,4.1,20,"Océano Pacífico Sur, 73 km al sur de Santiago, Provincia de Ica, Perú ",-75.911,-14.81,2010,"peru",10,5,"lunes","Santiago, Provincia de Ica, Perú"
"49",2010-10-03 08:18:40,4.8,10,"Océano Pacífico Sur, 50 km al suroeste de Hacienda Ullujaya, Perú ",-75.95,-14.898,2010,"peru",10,8,"domingo","Hacienda Ullujaya, Perú"
"50",2010-10-03 05:33:31,4.9,10,"Océano Pacífico Sur, 70 km al suroeste de Hacienda Ullujaya, Perú ",-76.163,-14.924,2010,"peru",10,5,"domingo","Hacienda Ullujaya, Perú"
"51",2010-10-02 14:54:04,4.7,119,"Provincia de Alto Amazonas, 91 km al noreste de Barranca, Perú ",-76.12,-4.225,2010,"peru",10,14,"sábado","Barranca, Perú"
"52",2010-09-30 23:30:45,4,622,"67 km al noroeste de Tarauaca, Estado de Acre, Brasil ",-71.324,-7.926,2010,"peru",9,23,"jueves","Tarauaca, Estado de Acre, Brasil"
"53",2010-09-29 00:39:11,4.9,35,"Océano Pacífico Sur, 74 km al suroeste de Ica, Perú ",-76.209,-14.546,2010,"peru",9,0,"miércoles","Ica, Perú"
"54",2010-09-27 20:35:27,4.4,42,"Océano Pacífico Sur, 77 km al noroeste de Minas de Marcona, Perú ",-75.717,-14.85,2010,"peru",9,20,"lunes","Minas de Marcona, Perú"
"55",2010-09-27 00:45:45,4.5,149,"205 km al oeste de Oruro, Bolivia ",-69.086,-18.06,2010,"peru",9,0,"lunes","Oruro, Bolivia"
"56",2010-09-24 19:01:32,4.3,150,"66 km al norte de Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú ",-74.373,-7.809,2010,"peru",9,19,"viernes","Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú"
"57",2010-09-23 00:26:41,4,61,"Océano Pacífico Sur, 35 km al suroeste de San Juan de Marcona, Perú ",-75.323,-15.634,2010,"peru",9,0,"jueves","San Juan de Marcona, Perú"
"58",2010-09-23 00:02:58,4.1,60,"Océano Pacífico Sur, 46 km al sureste de San Juan de Marcona, Perú ",-74.896,-15.684,2010,"peru",9,0,"jueves","San Juan de Marcona, Perú"
"59",2010-09-22 19:01:44,4.4,75,"Taisha, 78 km al sureste de Macas, Ecuador ",-77.622,-2.81,2010,"peru",9,19,"miércoles","Macas, Ecuador"
"60",2010-09-22 08:00:14,4.9,50,"6.8 km al este de Chincha Alta, Provincia de Chincha, Ica, Perú ",-76.073,-13.39,2010,"peru",9,8,"miércoles","Chincha Alta, Provincia de Chincha, Ica, Perú"
"61",2010-09-21 14:59:46,4.8,47,"Océano Pacífico Sur, 46 km al suroeste de Camana, Arequipa, Perú ",-72.942,-16.976,2010,"peru",9,14,"martes","Camana, Arequipa, Perú"
"62",2010-09-16 02:33:44,4.1,90,"46 km al este de Pangoa, Provincia de La Convencion, Cusco, Perú ",-72.58,-12.11,2010,"peru",9,2,"jueves","Pangoa, Provincia de La Convencion, Cusco, Perú"
"63",2010-09-13 07:15:49,4.3,180,"37 km al noroeste de Ayaviri, Provincia de Melgar, Puno, Perú ",-70.777,-14.612,2010,"peru",9,7,"lunes","Ayaviri, Provincia de Melgar, Puno, Perú"
"64",2010-09-11 18:55:25,4.7,62,"Provincia de Sullana, Piura, 25 km al sureste de Papayal, Perú ",-80.584,-4.244,2010,"peru",9,18,"sábado","Papayal, Perú"
"65",2010-09-09 21:26:07,4.4,89,"13 km al noroeste de Sullana, Piura, Perú ",-80.759,-4.808,2010,"peru",9,21,"jueves","Sullana, Piura, Perú"
"66",2010-09-08 14:47:26,4.3,133,"Provincia de Parinacota, 127 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.157,-18.101,2010,"peru",9,14,"miércoles","Arica, Región de Arica y Parinacota, Chile"
"67",2010-09-04 11:30:01,4.2,22,"Océano Pacífico Sur, 66 km al suroeste de Ica, Perú ",-76.123,-14.518,2010,"peru",9,11,"sábado","Ica, Perú"
"68",2010-09-04 07:50:25,4.1,163,"65 km al norte de Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú ",-74.342,-7.836,2010,"peru",9,7,"sábado","Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú"
"69",2010-09-04 07:49:22,4.1,44,"43 km al oeste de Provincia de Nazca, Ica, Perú ",-75.331,-14.9,2010,"peru",9,7,"sábado","Provincia de Nazca, Ica, Perú"
"70",2010-09-04 02:10:09,4.5,35,"Océano Pacífico Sur, 84 km al suroeste de Ica, Perú ",-76.252,-14.623,2010,"peru",9,2,"sábado","Ica, Perú"
"71",2010-09-02 13:28:07,4.7,17,"2.2 km al sur de Chazuta, Provincia de San Martin, Region de San Martin, Perú ",-76.143,-6.59,2010,"peru",9,13,"jueves","Chazuta, Provincia de San Martin, Region de San Martin, Perú"
"72",2010-09-01 13:56:36,4.7,109,"6.5 km al noreste de Bellavista, Perú ",-80.607,-3.951,2010,"peru",9,13,"miércoles","Bellavista, Perú"
"73",2010-08-27 04:40:57,4.8,131,"20 km al suroeste de Contamana, Provincia de Ucayali, Loreto, Perú ",-75.146,-7.454,2010,"peru",8,4,"viernes","Contamana, Provincia de Ucayali, Loreto, Perú"
"74",2010-08-22 06:13:45,4.5,28,"19 km al sureste de Paita, Piura, Perú ",-80.97,-5.173,2010,"peru",8,6,"domingo","Paita, Piura, Perú"
"75",2010-08-21 12:40:45,4.2,33,"Océano Pacífico Sur, 60 km al oeste de Ica, Perú ",-76.256,-14.231,2010,"peru",8,12,"sábado","Ica, Perú"
"76",2010-08-21 00:47:36,4.3,135,"27 km al norte de Puquio, Provincia de Lucanas, Ayacucho, Perú ",-74.174,-14.46,2010,"peru",8,0,"sábado","Puquio, Provincia de Lucanas, Ayacucho, Perú"
"77",2010-08-18 19:10:43,4,139,"Departamento de Oruro, 398 km al oeste de Sucre, Bolivia ",-68.946,-18.254,2010,"peru",8,19,"miércoles","Sucre, Bolivia"
"78",2010-08-17 03:22:50,4,67,"8 km al suroeste de Buenos Aires, Morropon, Piura, Perú ",-80.003,-5.321,2010,"peru",8,3,"martes","Buenos Aires, Morropon, Piura, Perú"
"79",2010-08-14 04:39:16,4.2,210,"Arajuno, Provincia de Pastaza, 66 km al sureste de Tena, Ecuador ",-77.33,-1.334,2010,"peru",8,4,"sábado","Tena, Ecuador"
"80",2010-08-12 01:24:18,4.2,43,"85 km al noreste de Florida, Provincia de La Convencion, Cusco, Perú ",-72.305,-11.967,2010,"peru",8,1,"jueves","Florida, Provincia de La Convencion, Cusco, Perú"
"81",2010-08-11 21:36:20,4.5,72,"2 km al suroeste de Yanaca, Provincia de Aymaraes, Apurímac, Perú ",-73.17,-14.241,2010,"peru",8,21,"miércoles","Yanaca, Provincia de Aymaraes, Apurímac, Perú"
"82",2010-08-10 04:52:41,4.6,89,"8.6 km al noroeste de Curpahuasi, Provincia de Grau, Apurímac, Perú ",-72.719,-14.001,2010,"peru",8,4,"martes","Curpahuasi, Provincia de Grau, Apurímac, Perú"
"83",2010-08-09 01:40:39,4.3,18,"Provincia de Paucartambo, 76 km al noreste de Urcos, Perú ",-71.27,-13.1,2010,"peru",8,1,"lunes","Urcos, Perú"
"84",2010-08-06 10:46:01,4.2,44,"Océano Pacífico Sur, 37 km al sur de La Plata, Ecuador ",-81.018,-1.598,2010,"peru",8,10,"viernes","La Plata, Ecuador"
"85",2010-08-05 04:52:47,4.3,104,"6.5 km al sur de Quilahuani, Candarave, Tacna, Perú ",-70.278,-17.373,2010,"peru",8,4,"jueves","Quilahuani, Candarave, Tacna, Perú"
"86",2010-08-04 14:02:24,4.5,129,"17 km al este de Talabaya, Provincia de Tarata, Tacna, Perú ",-69.83,-17.557,2010,"peru",8,14,"miércoles","Talabaya, Provincia de Tarata, Tacna, Perú"
"87",2010-08-03 05:32:57,4.3,31,"Océano Pacífico Sur, 19 km al sur de Guayaquil, Guayas, Ecuador ",-79.848,-2.363,2010,"peru",8,5,"martes","Guayaquil, Guayas, Ecuador"
"88",2010-07-31 12:00:17,4.1,120,"Arica, 118 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.216,-18.761,2010,"peru",7,12,"sábado","Arica, Región de Arica y Parinacota, Chile"
"89",2010-07-24 09:52:43,4.6,84,"30 km al noreste de Nuevo Imperial, Provincia de Cañete, Lima region, Perú ",-76.078,-12.943,2010,"peru",7,9,"sábado","Nuevo Imperial, Provincia de Cañete, Lima region, Perú"
"90",2010-07-22 03:10:54,4.5,35,"Océano Pacífico Sur, 77 km al sureste de San Juan de Marcona, Perú ",-74.741,-15.93,2010,"peru",7,3,"jueves","San Juan de Marcona, Perú"
"91",2010-07-13 19:27:51,4.3,114,"Condorcanqui, 168 km al norte de La Peca, Provincia de Bagua, Amazonas, Perú ",-78.292,-4.11,2010,"peru",7,19,"martes","La Peca, Provincia de Bagua, Amazonas, Perú"
"92",2010-07-12 12:44:48,4.2,106,"6.7 km al oeste de Hirosirca, Provincia de El Collao, Puno, Perú ",-69.992,-17.014,2010,"peru",7,12,"lunes","Hirosirca, Provincia de El Collao, Puno, Perú"
"93",2010-07-11 08:36:28,4.1,90,"Paucar Del Sara Sara, 63 km al este de Coracora, Perú ",-73.205,-14.969,2010,"peru",7,8,"domingo","Coracora, Perú"
"94",2010-07-06 02:47:54,4.6,35,"Océano Pacífico Sur, 121 km al oeste de Trujillo, La Libertad, Perú ",-80.104,-8.331,2010,"peru",7,2,"martes","Trujillo, La Libertad, Perú"
"95",2010-07-04 06:57:44,4.1,29,"Océano Pacífico Sur, 163 km al oeste de Trujillo, La Libertad, Perú ",-80.471,-8.469,2010,"peru",7,6,"domingo","Trujillo, La Libertad, Perú"
"96",2010-07-02 07:28:21,4.5,42,"11 km al oeste de Saman, Provincia de Ucayali, Loreto, Perú ",-75.138,-6.109,2010,"peru",7,7,"viernes","Saman, Provincia de Ucayali, Loreto, Perú"
"97",2010-06-30 09:06:37,4.1,41,"Océano Pacífico Sur, 30 km al suroeste de La Plata, Ecuador ",-81.244,-1.479,2010,"peru",6,9,"miércoles","La Plata, Ecuador"
"98",2010-06-26 22:02:39,4.8,94,"Provincia de Lucanas, Ayacucho, 67 km al noreste de Palpa, Ica, Perú ",-74.73,-14.13,2010,"peru",6,22,"sábado","Palpa, Ica, Perú"
"99",2010-06-26 18:40:14,4.4,117,"64 km al oeste de Barranca, Datem del Marañón, Loreto, Perú ",-77.232,-4.689,2010,"peru",6,18,"sábado","Barranca, Datem del Marañón, Loreto, Perú"
"100",2010-06-26 17:26:52,4.7,63,"206 km al noroeste de Puerto Maldonado, Perú ",-70.835,-11.669,2010,"peru",6,17,"sábado","Puerto Maldonado, Perú"
"101",2010-06-26 14:08:09,4.1,36,"13 km al suroeste de Panama, Provincia de Cutervo, Cajamarca, Perú ",-78.82,-6.09,2010,"peru",6,14,"sábado","Panama, Provincia de Cutervo, Cajamarca, Perú"
"102",2010-06-23 02:33:23,4.9,166,"155 km al suroeste de La Paz, Bolivia ",-69.34,-17.311,2010,"peru",6,2,"miércoles","La Paz, Bolivia"
"103",2010-06-21 00:54:35,4.6,44,"Océano Pacífico Sur, 64 km al sur de Santiago, Provincia de Ica, Perú ",-75.92,-14.72,2010,"peru",6,0,"lunes","Santiago, Provincia de Ica, Perú"
"104",2010-06-19 02:54:28,4.8,36,"5.9 km al norte de Atico, Provincia de Caraveli, Arequipa, Perú ",-73.623,-16.156,2010,"peru",6,2,"sábado","Atico, Provincia de Caraveli, Arequipa, Perú"
"105",2010-06-10 22:28:40,4.2,162,"28 km al noroeste de Santa Lucia, Provincia de Lampa, Puno, Perú ",-70.746,-15.485,2010,"peru",6,22,"jueves","Santa Lucia, Provincia de Lampa, Puno, Perú"
"106",2010-06-09 03:54:55,4.2,170,"Provincia de Lampa, 28 km al sur de Ayaviri, Provincia de Melgar, Puno, Perú ",-70.494,-15.122,2010,"peru",6,3,"miércoles","Ayaviri, Provincia de Melgar, Puno, Perú"
"107",2010-06-08 06:32:24,4.3,36,"Océano Pacífico Sur, 69 km al suroeste de Mollendo, Perú ",-72.593,-17.302,2010,"peru",6,6,"martes","Mollendo, Perú"
"108",2010-06-06 03:14:37,4.4,60,"Océano Pacífico Sur, 12 km al oeste de Cerro de Arena, Perú ",-73.454,-16.354,2010,"peru",6,3,"domingo","Cerro de Arena, Perú"
"109",2010-06-03 20:01:03,4.3,59,"Océano Pacífico Sur, 352 km al oeste de Lima, Perú ",-80.041,-10.899,2010,"peru",6,20,"jueves","Lima, Perú"
"110",2010-06-01 11:12:13,4.6,10.7,"Provincia de Napo, 30 km al este de San Miguel de Salcedo, Ecuador ",-78.325,-1.06,2010,"peru",6,11,"martes","San Miguel de Salcedo, Ecuador"
"111",2010-05-30 08:48:22,4.4,101,"Paucar Del Sara Sara, Ayacucho, 27 km al noroeste de Cupe, Perú ",-73.236,-15.184,2010,"peru",5,8,"domingo","Cupe, Perú"
"112",2010-05-29 16:12:27,4,84,"24 km al oeste de Provincia de Nazca, Ica, Perú ",-75.166,-14.828,2010,"peru",5,16,"sábado","Provincia de Nazca, Ica, Perú"
"113",2010-05-22 22:06:51,4.1,60,"Océano Pacífico Sur, 51 km al oeste de Chincha Alta, Perú ",-76.6,-13.34,2010,"peru",5,22,"sábado","Chincha Alta, Perú"
"114",2010-05-22 05:48:11,4.9,595,"Provincia de Sandia, Puno, 85 km al suroeste de Tambopata, Madre de Dios, Perú ",-69.746,-13.337,2010,"peru",5,5,"sábado","Tambopata, Madre de Dios, Perú"
"115",2010-05-20 17:38:52,4.6,136,"Pablo Sexto, Provincia de Morona-Santiago, 57 km al sureste de Riobamba, Ecuador ",-78.18,-1.89,2010,"peru",5,17,"jueves","Riobamba, Ecuador"
"116",2010-05-20 15:43:15,4.8,35,"Océano Pacífico Sur, 65 km al suroeste de Tacna, Perú ",-70.707,-18.405,2010,"peru",5,15,"jueves","Tacna, Perú"
"117",2010-05-13 06:00:07,4.4,54,"19 km al este de Onconashari, Atalaya, Ucayali, Perú ",-73.244,-11.075,2010,"peru",5,6,"jueves","Onconashari, Atalaya, Ucayali, Perú"
"118",2010-05-06 14:51:27,4.6,40,"Océano Pacífico Sur, 64 km al suroeste de Tacna, Perú ",-70.721,-18.387,2010,"peru",5,14,"jueves","Tacna, Perú"
"119",2010-05-06 06:32:29,4.8,56,"2.4 km al este de Vila Vila, Tacna, Perú ",-70.704,-18.117,2010,"peru",5,6,"jueves","Vila Vila, Tacna, Perú"
"120",2010-05-06 02:58:06,4.7,35,"31 km al suroeste de Tacna, Perú ",-70.514,-18.151,2010,"peru",5,2,"jueves","Tacna, Perú"
"121",2010-05-03 06:12:34,4.1,29,"12 km al suroeste de Papayal, Provincia de Contralmirante Villar, Tumbes, Perú ",-80.834,-4.121,2010,"peru",5,6,"lunes","Papayal, Provincia de Contralmirante Villar, Tumbes, Perú"
"122",2010-05-02 19:27:34,4.2,35,"53 km al noroeste de Vencedor, Provincia de Ucayali, Loreto, Perú ",-75.685,-7.465,2010,"peru",5,19,"domingo","Vencedor, Provincia de Ucayali, Loreto, Perú"
"123",2010-04-26 23:30:44,4,127,"60 km al noroeste de Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú ",-75.028,-8.119,2010,"peru",4,23,"lunes","Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú"
"124",2010-04-26 17:49:54,4.4,62,"Océano Pacífico Sur, 4.4 km al oeste de Chilca, Perú ",-76.776,-12.532,2010,"peru",4,17,"lunes","Chilca, Perú"
"125",2010-04-26 04:42:39,4.6,35,"Océano Pacífico Sur, 40 km al suroeste de Atico, Perú ",-73.814,-16.519,2010,"peru",4,4,"lunes","Atico, Perú"
"126",2010-04-26 00:56:55,4.5,136,"Provincia de Parinacota, 112 km al noreste de Arica, Región de Arica y Parinacota, Chile ",-69.32,-18.08,2010,"peru",4,0,"lunes","Arica, Región de Arica y Parinacota, Chile"
"127",2010-04-25 23:09:50,4.4,26,"Atalaia do Norte, Estado de Amazonas, 83 km al norte de Cruzeiro do Sul, Brasil ",-72.912,-6.918,2010,"peru",4,23,"domingo","Cruzeiro do Sul, Brasil"
"128",2010-04-24 01:17:05,4.3,124,"Provincia de Parinacota, 80 km al noreste de Arica, Región de Arica y Parinacota, Chile ",-69.678,-18.056,2010,"peru",4,1,"sábado","Arica, Región de Arica y Parinacota, Chile"
"129",2010-04-23 10:14:16,4.6,133,"Provincia de Parinacota, 72 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.659,-18.24,2010,"peru",4,10,"viernes","Arica, Región de Arica y Parinacota, Chile"
"130",2010-04-22 23:20:34,4.6,82,"3.1 km al sureste de Sequello, Paucar Del Sara Sara, Ayacucho, Perú ",-73.306,-15.116,2010,"peru",4,23,"jueves","Sequello, Paucar Del Sara Sara, Ayacucho, Perú"
"131",2010-04-21 21:58:34,4.7,25,"Provincia de Moyobamba, 21 km al noroeste de Tabalosos, Perú ",-76.78,-6.19,2010,"peru",4,21,"miércoles","Tabalosos, Perú"
"132",2010-04-21 16:08:32,4.6,36,"17 km al norte de Lamas, Region de San Martin, Perú ",-76.512,-6.263,2010,"peru",4,16,"miércoles","Lamas, Region de San Martin, Perú"
"133",2010-04-20 18:25:57,4.3,1.1,"Océano Pacífico Sur, 69 km al suroeste de Ica, Perú ",-76.07,-14.597,2010,"peru",4,18,"martes","Ica, Perú"
"134",2010-04-20 07:55:43,4.6,65,"3 km al este de San Francisco De Borja, Lima, Perú ",-76.971,-12.09,2010,"peru",4,7,"martes","San Francisco De Borja, Lima, Perú"
"135",2010-04-20 05:08:26,4,140,"23 km al sur de Jalluma, Provincia de Chucuito, Puno, Perú ",-69.52,-17.044,2010,"peru",4,5,"martes","Jalluma, Provincia de Chucuito, Puno, Perú"
"136",2010-04-12 05:51:30,4.8,42,"93 km al noroeste de Barranca, Datem del Marañón, Loreto, Perú ",-77.405,-4.42,2010,"peru",4,5,"lunes","Barranca, Datem del Marañón, Loreto, Perú"
