Fecha y Hora,Magnitud,Profundidad,Ubicacion,Longitud,Latitud,Año,Pais
28 Nov 2010 07:57:35 GMT,4.8,35 km,"Canton Santa Ana, 2.4 km al este de Sucre, Ecuador ",-80.397,-1.281,2010,peru
27 Nov 2010 10:13:15 GMT,4.1,102 km,"Provincia de Yauyos, Lima region, 56 km al suroeste de Jauja, Junin, Perú ",-75.86,-12.13,2010,peru
25 Nov 2010 18:16:53 GMT,4.1,124 km,"Provincia de General Sanchez Cerro, Departamento de Moquegua, 63 km al este de Arequipa, Perú ",-70.944,-16.456,2010,peru
25 Nov 2010 04:19:41 GMT,4.5,43 km,"22 km al sureste de Muisne, Provincia de Esmeraldas, Ecuador ",-79.92,0.443,2010,peru
24 Nov 2010 22:08:34 GMT,4.8,38 km,"34 km al oeste de Yauri, Provincia de Espinar, Cusco, Perú ",-71.715,-14.861,2010,peru
22 Nov 2010 10:24:14 GMT,4.4,101 km,"Provincia del Carchi, 25 km al oeste de Cañar, Provincia de Cañar, Ecuador ",-79.153,-2.628,2010,peru
22 Nov 2010 08:35:13 GMT,4.6,33 km,"Océano Pacífico Sur, 76 km al suroeste de Puerto Viejo, Perú ",-74.57,-16.43,2010,peru
21 Nov 2010 02:24:30 GMT,4.1,35 km,"Océano Pacífico Sur, 49 km al suroeste de Huarmey, Ancash, Perú ",-78.477,-10.37,2010,peru
19 Nov 2010 01:42:52 GMT,4.2,131 km,"Departamento de La Paz, Bolivia, 97 km al noreste de Tacna, Perú ",-69.434,-17.628,2010,peru
18 Nov 2010 10:03:21 GMT,4.7,52 km,"27 km al norte de Paita, Piura, Perú ",-81.148,-4.846,2010,peru
18 Nov 2010 01:31:51 GMT,4.4,25 km,"Océano Pacífico Sur, 58 km al sureste de San Juan de Marcona, Perú ",-74.735,-15.684,2010,peru
17 Nov 2010 19:38:01 GMT,4.2,29 km,"Océano Pacífico Sur, 48 km al sureste de San Juan de Marcona, Perú ",-74.87,-15.692,2010,peru
17 Nov 2010 19:36:33 GMT,4.3,29 km,"Océano Pacífico Sur, 43 km al sureste de San Juan de Marcona, Perú ",-74.863,-15.626,2010,peru
10 Nov 2010 11:33:09 GMT,4.4,45 km,"Océano Pacífico Sur, 45 km al suroeste de Santiago de Surco, Lima, Perú ",-77.24,-12.47,2010,peru
9 Nov 2010 02:09:54 GMT,4.2,134 km,"Provincia de Caylloma, Arequipa, 31 km al sur de Yauri, Perú ",-71.383,-15.07,2010,peru
6 Nov 2010 10:28:54 GMT,4.7,54 km,"Océano Pacífico Sur, 47 km al sur de Camana, Arequipa, Perú ",-72.657,-17.04,2010,peru
3 Nov 2010 10:45:22 GMT,4.8,38 km,"5.9 km al este de Villa Tupac Amaru, Provincia de Pisco, Ica, Perú ",-76.097,-13.699,2010,peru
1 Nov 2010 00:40:56 GMT,4.3,33 km,"Océano Pacífico Sur, 47 km al oeste de Huacho, Perú ",-78.02,-11.22,2010,peru
30 Oct 2010 09:53:59 GMT,4.8,617 km,"55 km al oeste de Tarauaca, Estado de Acre, Brasil ",-71.228,-7.978,2010,peru
26 Oct 2010 18:55:45 GMT,4.5,44 km,"Océano Pacífico Sur, 103 km al oeste de Trujillo, La Libertad, Perú ",-79.96,-8.249,2010,peru
26 Oct 2010 18:24:42 GMT,4.5,38 km,"Océano Pacífico Sur, 105 km al oeste de Trujillo, La Libertad, Perú ",-79.945,-8.375,2010,peru
23 Oct 2010 12:43:12 GMT,4.2,21 km,"Océano Pacífico Sur, 90 km al sur de Ilo, Departamento de Moquegua, Perú ",-71.513,-18.42,2010,peru
22 Oct 2010 08:26:23 GMT,4.9,31 km,"Océano Pacífico Sur, 60 km al suroeste de Vila Vila, Tacna, Perú ",-71.218,-18.383,2010,peru
22 Oct 2010 00:29:39 GMT,4.0,39 km,"Océano Pacífico Sur, 319 km al noroeste de Lima, Perú ",-79.3,-10.236,2010,peru
20 Oct 2010 16:05:58 GMT,4.1,60 km,"Océano Pacífico Sur, 43 km al norte de Bahia de Caraquez, Ecuador ",-80.559,-0.232,2010,peru
20 Oct 2010 01:06:00 GMT,4.3,49 km,"Océano Pacífico Sur, 47 km al noroeste de Bahia de Caraquez, Ecuador ",-80.787,-0.381,2010,peru
17 Oct 2010 09:15:34 GMT,4.8,74 km,"Océano Pacífico Sur, 34 km al suroeste de Huarmey, Ancash, Perú ",-78.315,-10.324,2010,peru
17 Oct 2010 08:27:49 GMT,4.2,5.9 km,"Provincia de Manu, Madre de Dios, 97 km al noreste de Pangoa, Perú ",-72.216,-11.704,2010,peru
16 Oct 2010 05:12:30 GMT,4.6,68 km,"Canton Veinticuatro de Mayo, 16 km al noreste de Pajan, Ecuador ",-80.34,-1.444,2010,peru
15 Oct 2010 07:39:02 GMT,4.7,103 km,"Provincia de Parinacota, 107 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.361,-18.834,2010,peru
10 Oct 2010 04:07:52 GMT,4.9,39 km,"Océano Pacífico Sur, 63 km al suroeste de Sechura, Piura, Perú ",-81.309,-5.854,2010,peru
9 Oct 2010 14:04:47 GMT,4.0,124 km,"Datem del Marañón, 397 km al oeste de Iquitos, Perú ",-76.652,-2.644,2010,peru
5 Oct 2010 00:22:23 GMT,4.0,35 km,"Océano Pacífico Sur, 75 km al suroeste de Santiago, Provincia de Ica, Perú ",-76.002,-14.796,2010,peru
4 Oct 2010 22:31:35 GMT,4.0,35 km,"Océano Pacífico Sur, 76 km al suroeste de Santiago, Provincia de Ica, Perú ",-76,-14.809,2010,peru
4 Oct 2010 05:11:30 GMT,4.1,20 km,"Océano Pacífico Sur, 73 km al sur de Santiago, Provincia de Ica, Perú ",-75.911,-14.81,2010,peru
3 Oct 2010 08:18:40 GMT,4.8,10 km,"Océano Pacífico Sur, 50 km al suroeste de Hacienda Ullujaya, Perú ",-75.95,-14.898,2010,peru
3 Oct 2010 05:33:31 GMT,4.9,10 km,"Océano Pacífico Sur, 70 km al suroeste de Hacienda Ullujaya, Perú ",-76.163,-14.924,2010,peru
2 Oct 2010 14:54:04 GMT,4.7,119 km,"Provincia de Alto Amazonas, 91 km al noreste de Barranca, Perú ",-76.12,-4.225,2010,peru
30 Sep 2010 23:30:45 GMT,4.0,622 km,"67 km al noroeste de Tarauaca, Estado de Acre, Brasil ",-71.324,-7.926,2010,peru
29 Sep 2010 00:39:11 GMT,4.9,35 km,"Océano Pacífico Sur, 74 km al suroeste de Ica, Perú ",-76.209,-14.546,2010,peru
27 Sep 2010 20:35:27 GMT,4.4,42 km,"Océano Pacífico Sur, 77 km al noroeste de Minas de Marcona, Perú ",-75.717,-14.85,2010,peru
27 Sep 2010 00:45:45 GMT,4.5,149 km,"205 km al oeste de Oruro, Bolivia ",-69.086,-18.06,2010,peru
24 Sep 2010 19:01:32 GMT,4.3,150 km,"66 km al norte de Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú ",-74.373,-7.809,2010,peru
23 Sep 2010 00:26:41 GMT,4.0,61 km,"Océano Pacífico Sur, 35 km al suroeste de San Juan de Marcona, Perú ",-75.323,-15.634,2010,peru
23 Sep 2010 00:02:58 GMT,4.1,60 km,"Océano Pacífico Sur, 46 km al sureste de San Juan de Marcona, Perú ",-74.896,-15.684,2010,peru
22 Sep 2010 19:01:44 GMT,4.4,75 km,"Taisha, 78 km al sureste de Macas, Ecuador ",-77.622,-2.81,2010,peru
22 Sep 2010 08:00:14 GMT,4.9,50 km,"6.8 km al este de Chincha Alta, Provincia de Chincha, Ica, Perú ",-76.073,-13.39,2010,peru
21 Sep 2010 14:59:46 GMT,4.8,47 km,"Océano Pacífico Sur, 46 km al suroeste de Camana, Arequipa, Perú ",-72.942,-16.976,2010,peru
16 Sep 2010 02:33:44 GMT,4.1,90 km,"46 km al este de Pangoa, Provincia de La Convencion, Cusco, Perú ",-72.58,-12.11,2010,peru
13 Sep 2010 07:15:49 GMT,4.3,180 km,"37 km al noroeste de Ayaviri, Provincia de Melgar, Puno, Perú ",-70.777,-14.612,2010,peru
11 Sep 2010 18:55:25 GMT,4.7,62 km,"Provincia de Sullana, Piura, 25 km al sureste de Papayal, Perú ",-80.584,-4.244,2010,peru
9 Sep 2010 21:26:07 GMT,4.4,89 km,"13 km al noroeste de Sullana, Piura, Perú ",-80.759,-4.808,2010,peru
8 Sep 2010 14:47:26 GMT,4.3,133 km,"Provincia de Parinacota, 127 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.157,-18.101,2010,peru
4 Sep 2010 11:30:01 GMT,4.2,22 km,"Océano Pacífico Sur, 66 km al suroeste de Ica, Perú ",-76.123,-14.518,2010,peru
4 Sep 2010 07:50:25 GMT,4.1,163 km,"65 km al norte de Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú ",-74.342,-7.836,2010,peru
4 Sep 2010 07:49:22 GMT,4.1,44 km,"43 km al oeste de Provincia de Nazca, Ica, Perú ",-75.331,-14.9,2010,peru
4 Sep 2010 02:10:09 GMT,4.5,35 km,"Océano Pacífico Sur, 84 km al suroeste de Ica, Perú ",-76.252,-14.623,2010,peru
2 Sep 2010 13:28:07 GMT,4.7,17 km,"2.2 km al sur de Chazuta, Provincia de San Martin, Region de San Martin, Perú ",-76.143,-6.59,2010,peru
1 Sep 2010 13:56:36 GMT,4.7,109 km,"6.5 km al noreste de Bellavista, Perú ",-80.607,-3.951,2010,peru
27 Aug 2010 04:40:57 GMT,4.8,131 km,"20 km al suroeste de Contamana, Provincia de Ucayali, Loreto, Perú ",-75.146,-7.454,2010,peru
22 Aug 2010 06:13:45 GMT,4.5,28 km,"19 km al sureste de Paita, Piura, Perú ",-80.97,-5.173,2010,peru
21 Aug 2010 12:40:45 GMT,4.2,33 km,"Océano Pacífico Sur, 60 km al oeste de Ica, Perú ",-76.256,-14.231,2010,peru
21 Aug 2010 00:47:36 GMT,4.3,135 km,"27 km al norte de Puquio, Provincia de Lucanas, Ayacucho, Perú ",-74.174,-14.46,2010,peru
18 Aug 2010 19:10:43 GMT,4.0,139 km,"Departamento de Oruro, 398 km al oeste de Sucre, Bolivia ",-68.946,-18.254,2010,peru
17 Aug 2010 03:22:50 GMT,4.0,67 km,"8 km al suroeste de Buenos Aires, Morropon, Piura, Perú ",-80.003,-5.321,2010,peru
14 Aug 2010 04:39:16 GMT,4.2,210 km,"Arajuno, Provincia de Pastaza, 66 km al sureste de Tena, Ecuador ",-77.33,-1.334,2010,peru
12 Aug 2010 01:24:18 GMT,4.2,43 km,"85 km al noreste de Florida, Provincia de La Convencion, Cusco, Perú ",-72.305,-11.967,2010,peru
11 Aug 2010 21:36:20 GMT,4.5,72 km,"2 km al suroeste de Yanaca, Provincia de Aymaraes, Apurímac, Perú ",-73.17,-14.241,2010,peru
10 Aug 2010 04:52:41 GMT,4.6,89 km,"8.6 km al noroeste de Curpahuasi, Provincia de Grau, Apurímac, Perú ",-72.719,-14.001,2010,peru
9 Aug 2010 01:40:39 GMT,4.3,18 km,"Provincia de Paucartambo, 76 km al noreste de Urcos, Perú ",-71.27,-13.1,2010,peru
6 Aug 2010 10:46:01 GMT,4.2,44 km,"Océano Pacífico Sur, 37 km al sur de La Plata, Ecuador ",-81.018,-1.598,2010,peru
5 Aug 2010 04:52:47 GMT,4.3,104 km,"6.5 km al sur de Quilahuani, Candarave, Tacna, Perú ",-70.278,-17.373,2010,peru
4 Aug 2010 14:02:24 GMT,4.5,129 km,"17 km al este de Talabaya, Provincia de Tarata, Tacna, Perú ",-69.83,-17.557,2010,peru
3 Aug 2010 05:32:57 GMT,4.3,31 km,"Océano Pacífico Sur, 19 km al sur de Guayaquil, Guayas, Ecuador ",-79.848,-2.363,2010,peru
31 Jul 2010 12:00:17 GMT,4.1,120 km,"Arica, 118 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.216,-18.761,2010,peru
24 Jul 2010 09:52:43 GMT,4.6,84 km,"30 km al noreste de Nuevo Imperial, Provincia de Cañete, Lima region, Perú ",-76.078,-12.943,2010,peru
22 Jul 2010 03:10:54 GMT,4.5,35 km,"Océano Pacífico Sur, 77 km al sureste de San Juan de Marcona, Perú ",-74.741,-15.93,2010,peru
13 Jul 2010 19:27:51 GMT,4.3,114 km,"Condorcanqui, 168 km al norte de La Peca, Provincia de Bagua, Amazonas, Perú ",-78.292,-4.11,2010,peru
12 Jul 2010 12:44:48 GMT,4.2,106 km,"6.7 km al oeste de Hirosirca, Provincia de El Collao, Puno, Perú ",-69.992,-17.014,2010,peru
11 Jul 2010 08:36:28 GMT,4.1,90 km,"Paucar Del Sara Sara, 63 km al este de Coracora, Perú ",-73.205,-14.969,2010,peru
6 Jul 2010 02:47:54 GMT,4.6,35 km,"Océano Pacífico Sur, 121 km al oeste de Trujillo, La Libertad, Perú ",-80.104,-8.331,2010,peru
4 Jul 2010 06:57:44 GMT,4.1,29 km,"Océano Pacífico Sur, 163 km al oeste de Trujillo, La Libertad, Perú ",-80.471,-8.469,2010,peru
2 Jul 2010 07:28:21 GMT,4.5,42 km,"11 km al oeste de Saman, Provincia de Ucayali, Loreto, Perú ",-75.138,-6.109,2010,peru
30 Jun 2010 09:06:37 GMT,4.1,41 km,"Océano Pacífico Sur, 30 km al suroeste de La Plata, Ecuador ",-81.244,-1.479,2010,peru
26 Jun 2010 22:02:39 GMT,4.8,94 km,"Provincia de Lucanas, Ayacucho, 67 km al noreste de Palpa, Ica, Perú ",-74.73,-14.13,2010,peru
26 Jun 2010 18:40:14 GMT,4.4,117 km,"64 km al oeste de Barranca, Datem del Marañón, Loreto, Perú ",-77.232,-4.689,2010,peru
26 Jun 2010 17:26:52 GMT,4.7,63 km,"206 km al noroeste de Puerto Maldonado, Perú ",-70.835,-11.669,2010,peru
26 Jun 2010 14:08:09 GMT,4.1,36 km,"13 km al suroeste de Panama, Provincia de Cutervo, Cajamarca, Perú ",-78.82,-6.09,2010,peru
23 Jun 2010 02:33:23 GMT,4.9,166 km,"155 km al suroeste de La Paz, Bolivia ",-69.34,-17.311,2010,peru
21 Jun 2010 00:54:35 GMT,4.6,44 km,"Océano Pacífico Sur, 64 km al sur de Santiago, Provincia de Ica, Perú ",-75.92,-14.72,2010,peru
19 Jun 2010 02:54:28 GMT,4.8,36 km,"5.9 km al norte de Atico, Provincia de Caraveli, Arequipa, Perú ",-73.623,-16.156,2010,peru
10 Jun 2010 22:28:40 GMT,4.2,162 km,"28 km al noroeste de Santa Lucia, Provincia de Lampa, Puno, Perú ",-70.746,-15.485,2010,peru
9 Jun 2010 03:54:55 GMT,4.2,170 km,"Provincia de Lampa, 28 km al sur de Ayaviri, Provincia de Melgar, Puno, Perú ",-70.494,-15.122,2010,peru
8 Jun 2010 06:32:24 GMT,4.3,36 km,"Océano Pacífico Sur, 69 km al suroeste de Mollendo, Perú ",-72.593,-17.302,2010,peru
6 Jun 2010 03:14:37 GMT,4.4,60 km,"Océano Pacífico Sur, 12 km al oeste de Cerro de Arena, Perú ",-73.454,-16.354,2010,peru
3 Jun 2010 20:01:03 GMT,4.3,59 km,"Océano Pacífico Sur, 352 km al oeste de Lima, Perú ",-80.041,-10.899,2010,peru
1 Jun 2010 11:12:13 GMT,4.6,10.7 km,"Provincia de Napo, 30 km al este de San Miguel de Salcedo, Ecuador ",-78.325,-1.06,2010,peru
30 May 2010 08:48:22 GMT,4.4,101 km,"Paucar Del Sara Sara, Ayacucho, 27 km al noroeste de Cupe, Perú ",-73.236,-15.184,2010,peru
29 May 2010 16:12:27 GMT,4.0,84 km,"24 km al oeste de Provincia de Nazca, Ica, Perú ",-75.166,-14.828,2010,peru
22 May 2010 22:06:51 GMT,4.1,60 km,"Océano Pacífico Sur, 51 km al oeste de Chincha Alta, Perú ",-76.6,-13.34,2010,peru
22 May 2010 05:48:11 GMT,4.9,595 km,"Provincia de Sandia, Puno, 85 km al suroeste de Tambopata, Madre de Dios, Perú ",-69.746,-13.337,2010,peru
20 May 2010 17:38:52 GMT,4.6,136 km,"Pablo Sexto, Provincia de Morona-Santiago, 57 km al sureste de Riobamba, Ecuador ",-78.18,-1.89,2010,peru
20 May 2010 15:43:15 GMT,4.8,35 km,"Océano Pacífico Sur, 65 km al suroeste de Tacna, Perú ",-70.707,-18.405,2010,peru
13 May 2010 06:00:07 GMT,4.4,54 km,"19 km al este de Onconashari, Atalaya, Ucayali, Perú ",-73.244,-11.075,2010,peru
6 May 2010 14:51:27 GMT,4.6,40 km,"Océano Pacífico Sur, 64 km al suroeste de Tacna, Perú ",-70.721,-18.387,2010,peru
6 May 2010 06:32:29 GMT,4.8,56 km,"2.4 km al este de Vila Vila, Tacna, Perú ",-70.704,-18.117,2010,peru
6 May 2010 02:58:06 GMT,4.7,35 km,"31 km al suroeste de Tacna, Perú ",-70.514,-18.151,2010,peru
3 May 2010 06:12:34 GMT,4.1,29 km,"12 km al suroeste de Papayal, Provincia de Contralmirante Villar, Tumbes, Perú ",-80.834,-4.121,2010,peru
2 May 2010 19:27:34 GMT,4.2,35 km,"53 km al noroeste de Vencedor, Provincia de Ucayali, Loreto, Perú ",-75.685,-7.465,2010,peru
26 Apr 2010 23:30:44 GMT,4.0,127 km,"60 km al noroeste de Pucallpa, Provincia de Coronel Portillo, Ucayali, Perú ",-75.028,-8.119,2010,peru
26 Apr 2010 17:49:54 GMT,4.4,62 km,"Océano Pacífico Sur, 4.4 km al oeste de Chilca, Perú ",-76.776,-12.532,2010,peru
26 Apr 2010 04:42:39 GMT,4.6,35 km,"Océano Pacífico Sur, 40 km al suroeste de Atico, Perú ",-73.814,-16.519,2010,peru
26 Apr 2010 00:56:55 GMT,4.5,136 km,"Provincia de Parinacota, 112 km al noreste de Arica, Región de Arica y Parinacota, Chile ",-69.32,-18.08,2010,peru
25 Apr 2010 23:09:50 GMT,4.4,26 km,"Atalaia do Norte, Estado de Amazonas, 83 km al norte de Cruzeiro do Sul, Brasil ",-72.912,-6.918,2010,peru
24 Apr 2010 01:17:05 GMT,4.3,124 km,"Provincia de Parinacota, 80 km al noreste de Arica, Región de Arica y Parinacota, Chile ",-69.678,-18.056,2010,peru
23 Apr 2010 10:14:16 GMT,4.6,133 km,"Provincia de Parinacota, 72 km al este de Arica, Región de Arica y Parinacota, Chile ",-69.659,-18.24,2010,peru
22 Apr 2010 23:20:34 GMT,4.6,82 km,"3.1 km al sureste de Sequello, Paucar Del Sara Sara, Ayacucho, Perú ",-73.306,-15.116,2010,peru
21 Apr 2010 21:58:34 GMT,4.7,25 km,"Provincia de Moyobamba, 21 km al noroeste de Tabalosos, Perú ",-76.78,-6.19,2010,peru
21 Apr 2010 16:08:32 GMT,4.6,36 km,"17 km al norte de Lamas, Region de San Martin, Perú ",-76.512,-6.263,2010,peru
20 Apr 2010 18:25:57 GMT,4.3,1.1 km,"Océano Pacífico Sur, 69 km al suroeste de Ica, Perú ",-76.07,-14.597,2010,peru
20 Apr 2010 07:55:43 GMT,4.6,65 km,"3 km al este de San Francisco De Borja, Lima, Perú ",-76.971,-12.09,2010,peru
20 Apr 2010 05:08:26 GMT,4.0,140 km,"23 km al sur de Jalluma, Provincia de Chucuito, Puno, Perú ",-69.52,-17.044,2010,peru
12 Apr 2010 05:51:30 GMT,4.8,42 km,"93 km al noroeste de Barranca, Datem del Marañón, Loreto, Perú ",-77.405,-4.42,2010,peru
10 Apr 2010 04:20:01 GMT,4.5,114 km,"68 km al noreste de Barranca, Datem del Marañón, Loreto, Perú ",-76.425,-4.279,2010,peru
30 Mar 2010 23:26:21 GMT,4.3,53 km,"52 km al norte de Moyobamba, Region de San Martin, Perú ",-77.04,-5.57,2010,peru
28 Mar 2010 21:30:29 GMT,4.7,35 km,"Océano Pacífico Sur, 18 km al suroeste de Atiquipa, Perú ",-74.484,-15.91,2010,peru
28 Mar 2010 01:08:24 GMT,4.5,65 km,"14 km al sureste de Huarmey, Ancash, Perú ",-78.055,-10.152,2010,peru
27 Mar 2010 23:50:18 GMT,4.3,50 km,"17 km al norte de Sullana, Piura, Perú ",-80.73,-4.762,2010,peru
27 Mar 2010 18:14:50 GMT,4.6,120 km,"20 km al sur de Orcopampa, Provincia de Castilla, Arequipa, Perú ",-72.283,-15.439,2010,peru
26 Mar 2010 01:56:37 GMT,4.8,10 km,"Carlos Julio Arosemena Tola, 37 km al oeste de Tena, Provincia de Napo, Ecuador ",-78.129,-1.098,2010,peru
23 Mar 2010 20:19:25 GMT,4.2,53 km,"7.8 km al sur de Humarote, Provincia de Caraveli, Arequipa, Perú ",-74.56,-15.327,2010,peru
22 Mar 2010 19:06:43 GMT,4.2,27 km,"12 km al sur de Pajan, Provincia de Manabi, Ecuador ",-80.447,-1.661,2010,peru
24 Nov 2010 01:18:25 GMT,4.0,62 km,"Mar Caribe, 58 km al sur de Punta Cana, República Dominicana ",-68.472,18.068,2010,dominican-republic
13 Nov 2010 04:35:39 GMT,4.5,95 km,"Mar Caribe, 77 km al sureste de La Romana, República Dominicana ",-68.541,17.874,2010,dominican-republic
12 Nov 2010 16:59:00 GMT,4.3,10 km,"Mar Caribe, 8.1 km al noroeste de Léogâne, Haití ",-72.69,18.561,2010,dominican-republic
29 Oct 2010 16:56:18 GMT,4.2,51 km,"Mar Caribe, 18 km al este de Caribbean Galapagos, Mayagüez, Puerto Rico ",-67.729,18.131,2010,dominican-republic
19 Oct 2010 03:56:57 GMT,4.0,35 km,"Océano Atlántico, 199 km al noreste de Santo Domingo, República Dominicana ",-68.202,19.281,2010,dominican-republic
4 Oct 2010 17:59:26 GMT,4.3,89 km,"Mar Caribe, 60 km al sureste de La Romana, República Dominicana ",-68.563,18.049,2010,dominican-republic
21 Sep 2010 04:33:05 GMT,4.2,10 km,"Mar Caribe, 12 km al este de Miragoâne, Département de Nippes, Haití ",-72.979,18.47,2010,dominican-republic
1 Sep 2010 05:41:37 GMT,4.4,157 km,"San Rafael del Yuma, 14 km al sur de Salvaleón de Higüey, República Dominicana ",-68.68,18.493,2010,dominican-republic
2 Jul 2010 04:44:47 GMT,4.1,172 km,"Mar Caribe, 17 km al sureste de La Romana, República Dominicana ",-68.861,18.318,2010,dominican-republic
5 Jun 2010 18:26:33 GMT,4.3,78 km,"Océano Atlántico, 45 km al este de Punta Cana, República Dominicana ",-67.98,18.64,2010,dominican-republic
20 May 2010 06:34:11 GMT,4.1,10 km,"Mar Caribe, 5.1 km al noroeste de Grangwav, Haití ",-72.807,18.456,2010,dominican-republic
7 May 2010 02:10:32 GMT,4.2,10 km,"Mar Caribe, 8 km al oeste de Léogâne, Haití ",-72.709,18.506,2010,dominican-republic
6 May 2010 09:42:37 GMT,4.3,10 km,"7 km al este de Manzanillo, República Dominicana ",-71.679,19.692,2010,dominican-republic
3 May 2010 19:21:24 GMT,4.0,10.5 km,"1.8 km al este de Léogâne, Leyogàn, Département de l'Ouest, Haití ",-72.617,18.507,2010,dominican-republic
3 May 2010 05:38:48 GMT,4.0,10 km,"Mar Caribe, 5.4 km al noroeste de Léogâne, Haití ",-72.66,18.553,2010,dominican-republic
23 Apr 2010 03:49:21 GMT,4.4,10 km,"8.6 km al oeste de Tigwav, Leyogàn, Département de l'Ouest, Haití ",-72.945,18.446,2010,dominican-republic
18 Apr 2010 20:16:39 GMT,4.1,85 km,"Mar Caribe, 51 km al sur de Punta Cana, República Dominicana ",-68.515,18.136,2010,dominican-republic
15 Apr 2010 13:04:57 GMT,4.2,5 km,"Mar Caribe, 11 km al norte de Tigwav, Leyogàn, Département de l'Ouest, Haití ",-72.857,18.532,2010,dominican-republic
14 Apr 2010 04:49:34 GMT,4.6,10 km,"4.6 km al suroeste de Tigwav, Leyogàn, Département de l'Ouest, Haití ",-72.896,18.402,2010,dominican-republic
28 Mar 2010 07:16:17 GMT,4.1,10 km,"Mar Caribe, 2 km al noroeste de Tigwav, Haití ",-72.88,18.442,2010,dominican-republic
22 Mar 2010 02:53:53 GMT,4.8,38 km,"Guananico, Puerto Plata, 11 km al norte de Esperanza, República Dominicana ",-70.944,19.678,2010,dominican-republic
21 Mar 2010 02:44:29 GMT,4.2,10 km,"Leyogàn, 8.6 km al sur de Gressier, Département de l'Ouest, Haití ",-72.498,18.469,2010,dominican-republic
15 Mar 2010 17:25:46 GMT,4.0,118 km,"13 km al noreste de Sabana Grande de Boya, República Dominicana ",-69.68,18.989,2010,dominican-republic
11 Mar 2010 06:20:31 GMT,4.8,10 km,"13 km al sureste de San Fernando de Monte Cristi, República Dominicana ",-71.585,19.744,2010,dominican-republic
1 Mar 2010 10:37:35 GMT,4.6,10 km,"5.6 km al sureste de Tigwav, Leyogàn, Département de l'Ouest, Haití ",-72.837,18.389,2010,dominican-republic
23 Feb 2010 06:26:20 GMT,4.0,9.8 km,"8.2 km al sureste de Léogâne, Leyogàn, Département de l'Ouest, Haití ",-72.586,18.453,2010,dominican-republic
22 Feb 2010 09:36:03 GMT,4.6,9.3 km,"Port-au-Prince, 8.1 km al este de Léogâne, Haití ",-72.56,18.491,2010,dominican-republic
9 Feb 2010 22:44:29 GMT,4.0,10 km,"8.1 km al suroeste de Léogâne, Leyogàn, Département de l'Ouest, Haití ",-72.664,18.444,2010,dominican-republic
4 Feb 2010 05:00:01 GMT,4.1,10 km,"Mar Caribe, 11 km al norte de Grangwav, Haití ",-72.767,18.529,2010,dominican-republic
27 Jan 2010 22:26:10 GMT,4.9,10 km,"12 km al suroeste de Fond Parisien, Haití ",-72.044,18.418,2010,dominican-republic
27 Jan 2010 03:07:59 GMT,4.2,10 km,"Mar Caribe, 28 km al noroeste de Léogâne, Haití ",-72.826,18.69,2010,dominican-republic
27 Jan 2010 00:57:25 GMT,4.5,10 km,"3.9 km al oeste de Tigwav, Leyogàn, Département de l'Ouest, Haití ",-72.902,18.427,2010,dominican-republic
